date,value_mil,change_mil,winner
 WED 04/08/15 ,70,10,no
 SAT 04/11/15 ,80,10,yes
 WED 04/15/15 ,40,-40,no
 SAT 04/18/15 ,50,10,yes
 WED 04/22/15 ,40,-10,no
 SAT 04/25/15 ,50,10,no
 WED 04/29/15 ,60,10,no
 SAT 05/02/15 ,70,10,no
 WED 05/06/15 ,80,10,no
 SAT 05/09/15 ,90,10,no
 WED 05/13/15 ,100,10,no
 SAT 05/16/15 ,110,10,no
 WED 05/20/15 ,121,11,no
 SAT 05/23/15 ,138,17,no
 WED 05/27/15 ,154,16,no
 SAT 05/30/15 ,171,17,no
 WED 06/03/15 ,188,17,yes
 SAT 06/06/15 ,40,-148,no
 WED 06/10/15 ,50,10,no
 SAT 06/13/15 ,60,10,no
 WED 06/17/15 ,70,10,no
 SAT 06/20/15 ,80,10,yes
 WED 06/24/15 ,40,-40,no
 SAT 06/27/15 ,50,10,no
 WED 07/01/15 ,60,10,no
 SAT 07/04/15 ,70,10,yes
 WED 07/08/15 ,40,-30,no
 SAT 07/11/15 ,50,10,no
 WED 07/15/15 ,60,10,no
 SAT 07/18/15 ,70,10,no
 WED 07/22/15 ,80,10,no
 SAT 07/25/15 ,90,10,no
 WED 07/29/15 ,100,10,no
 SAT 08/01/15 ,110,10,yes
 WED 08/05/15 ,40,-70,no
 SAT 08/08/15 ,50,10,no
 WED 08/12/15 ,60,10,no
 SAT 08/15/15 ,70,10,no
 WED 08/19/15 ,80,10,no
 SAT 08/22/15 ,90,10,no
 WED 08/26/15 ,100,10,no
 SAT 08/29/15 ,110,10,no
 WED 09/02/15 ,120,10,no
 SAT 09/05/15 ,133,13,no
 WED 09/09/15 ,149,16,no
 SAT 09/12/15 ,167,18,no
 WED 09/16/15 ,185,18,no
 SAT 09/19/15 ,208,23,no
 WED 09/23/15 ,235,27,no
 SAT 09/26/15 ,267,32,no
 WED 09/30/15 ,301,34,yes
 SAT 10/03/15 ,40,-261,no
 WED 10/07/15 ,50,10,no
 SAT 10/10/15 ,60,10,no
 WED 10/14/15 ,70,10,no
 SAT 10/17/15 ,80,10,no
 WED 10/21/15 ,90,10,no
 SAT 10/24/15 ,100,10,no
 WED 10/28/15 ,110,10,no
 SAT 10/31/15 ,127,17,no
 WED 11/04/15 ,142,15,yes
 SAT 11/07/15 ,40,-102,no
 WED 11/11/15 ,50,10,no
 SAT 11/14/15 ,60,10,no
 WED 11/18/15 ,70,10,no
 SAT 11/21/15 ,80,10,no
 WED 11/25/15 ,90,10,no
 SAT 11/28/15 ,100,10,no
 WED 12/02/15 ,110,10,no
 SAT 12/05/15 ,127,17,no
 WED 12/09/15 ,145,18,no
 SAT 12/12/15 ,164,19,no
 WED 12/16/15 ,180,16,no
 SAT 12/19/15 ,202,22,no
 WED 12/23/15 ,227,25,no
 SAT 12/26/15 ,255,28,no
 WED 12/30/15 ,300,45,no
 SAT 01/02/16 ,334,34,no
 WED 01/06/16 ,500,166,no
 SAT 01/09/16 ,950,450,yes
 WED 01/13/16 ,1500,550,yes
 SAT 01/16/16 ,40,-1460,no
 WED 01/20/16 ,50,10,no
 SAT 01/23/16 ,60,10,no
 WED 01/27/16 ,75,15,no
 SAT 01/30/16 ,96,21,no
 WED 02/03/16 ,112,16,no
 SAT 02/06/16 ,136,24,no
 WED 02/10/16 ,157,21,no
 SAT 02/13/16 ,176,19,no
 WED 02/17/16 ,189,13,no
 SAT 02/20/16 ,212,23,no
 WED 02/24/16 ,236,24,no
 SAT 02/27/16 ,266,30,no
 WED 03/02/16 ,292,26,yes
 SAT 03/05/16 ,40,-252,no
 WED 03/09/16 ,50,10,no
 SAT 03/12/16 ,60,10,no
 WED 03/16/16 ,70,10,no
 SAT 03/19/16 ,80,10,no
 WED 03/23/16 ,90,10,no
 SAT 03/26/16 ,101,11,no
 WED 03/30/16 ,116,15,no
 SAT 04/02/16 ,135,19,no
 WED 04/06/16 ,148,13,no
 SAT 04/09/16 ,168,20,no
 WED 04/13/16 ,184,16,no
 SAT 04/16/16 ,205,21,no
 WED 04/20/16 ,227,22,no
 SAT 04/23/16 ,251,24,no
 WED 04/27/16 ,282,31,no
 SAT 04/30/16 ,314,32,no
 WED 05/04/16 ,348,34,no
 SAT 05/07/16 ,415,67,yes
 WED 05/11/16 ,40,-375,no
 SAT 05/14/16 ,50,10,no
 WED 05/18/16 ,60,10,no
 SAT 05/21/16 ,70,10,no
 WED 05/25/16 ,80,10,no
 SAT 05/28/16 ,90,10,no
 WED 06/01/16 ,100,10,no
 SAT 06/04/16 ,110,10,no
 WED 06/08/16 ,123,13,no
 SAT 06/11/16 ,141,18,no
 WED 06/15/16 ,153,12,no
 SAT 06/18/16 ,169,16,no
 WED 06/22/16 ,184,15,no
 SAT 06/25/16 ,203,19,no
 WED 06/29/16 ,222,19,no
 SAT 07/02/16 ,243,21,no
 WED 07/06/16 ,257,14,no
 SAT 07/09/16 ,288,31,no
 WED 07/13/16 ,311,23,no
 SAT 07/16/16 ,333,22,no
 WED 07/20/16 ,361,28,no
 SAT 07/23/16 ,390,29,no
 WED 07/27/16 ,422,32,no
 SAT 07/30/16 ,478,56,yes
 WED 08/03/16 ,40,-438,no
 SAT 08/06/16 ,52,12,no
 WED 08/10/16 ,67,15,no
 SAT 08/13/16 ,82,15,no
 WED 08/17/16 ,94,12,no
 SAT 08/20/16 ,110,16,no
 WED 08/24/16 ,127,17,no
 SAT 08/27/16 ,142,15,no
 WED 08/31/16 ,154,12,no
 SAT 09/03/16 ,170,16,no
 WED 09/07/16 ,186,16,yes
 SAT 09/10/16,205,19,yes
 WED 09/14/16,222,17,no
 SAT 09/17/16,244,22,yes
 WED 09/21/16,40,-204,yes
 SAT 09/24/16,50,10,yes
 WED 09/28/16,60,10,yes
 SAT 10/01/16,70,10,yes
 WED 10/05/16,80,10,yes
 SAT 10/08/16,91,11,yes
 WED 10/12/16,107,16,yes
 SAT 10/15/16,122,15,yes
 WED 10/19/16,136,14,yes
 SAT 10/22/16,151,15,yes
 WED 10/26/16,164,13,yes
 SAT 10/29/16,180,16,yes
 WED 11/02/16,198,18,yes
 SAT 11/05/16,217,19,yes
 WED 11/09/16,236,19,yes
 SAT 11/12/16,258,22,yes
 WED 11/16/16,293,35,yes
 SAT 11/19/16,320,27,yes
 WED 11/23/16,359,39,no
 SAT 11/26/16,403,44,yes
 WED 11/30/16,40,-363,yes
 SAT 12/03/16,54,14,yes
 WED 12/07/16,67,13,yes
 SAT 12/10/16,85,18,yes
 WED 12/14/16,100,15,no
 SAT 12/17/16,119,19,yes
 WED 12/21/16,40,-79,yes
 SAT 12/24/16,50,10,yes
 WED 12/28/16,60,10,yes
 SAT 12/31/16,70,10,yes
 WED 01/04/17,80,10,yes
 SAT 01/07/17,94,14,yes
 WED 01/11/17,106,12,yes
 SAT 01/14/17,121,15,yes
 WED 01/18/17,135,14,yes
 SAT 01/21/17,153,18,yes
 WED 01/25/17,170,17,yes
 SAT 01/28/17,187,17,yes
 WED 02/01/17,206,19,yes
 SAT 02/04/17,229,23,yes
 WED 02/08/17,255,26,yes
 SAT 02/11/17,285,30,yes
 WED 02/15/17,310,25,yes
 SAT 02/18/17,349,39,no
 WED 02/22/17,403,54,yes
 SAT 02/25/17,40,-363,yes
 WED 03/01/17,53,13,yes
 SAT 03/04/17,68,15,yes
 WED 03/08/17,85,17,yes
 SAT 03/11/17,104,19,yes
 WED 03/15/17,123,19,yes
 SAT 03/18/17,141,18,no
 WED 03/22/17,155,14,yes
 SAT 03/25/17,40,-115,yes
 WED 03/29/17,50,10,no
 SAT 04/01/17,60,10,yes
 WED 04/05/17,40,-20,yes
 SAT 04/08/17,50,10,yes
 WED 04/12/17,60,10,yes
 SAT 04/15/17,70,10,yes
 WED 04/19/17,80,10,yes
 SAT 04/22/17,90,10,yes
 WED 04/26/17,100,10,yes
 SAT 04/29/17,113,13,yes
 WED 05/03/17,130,17,yes
 SAT 05/06/17,147,17,yes
 WED 05/10/17,165,18,yes
 SAT 05/13/17,184,19,yes
 WED 05/17/17,204,20,yes
 SAT 05/20/17,228,24,yes
 WED 05/24/17,250,22,yes
 SAT 05/27/17,275,25,yes
 WED 05/31/17,302,27,yes
 SAT 06/03/17,337,35,yes
 WED 06/07/17,375,38,no
 SAT 06/10/17,435,60,yes
 WED 06/14/17,40,-395,yes
 SAT 06/17/17,52,12,yes
 WED 06/21/17,64,12,yes
 SAT 06/24/17,79,15,yes
 WED 06/28/17,92,13,yes
 SAT 07/01/17,106,14,yes
 WED 07/05/17,121,15,yes
 SAT 07/08/17,140,19,yes
 WED 07/12/17,155,15,yes
 SAT 07/15/17,172,17,yes
 WED 07/19/17,187,15,yes
 SAT 07/22/17,205,18,yes
 WED 07/26/17,220,15,yes
 SAT 07/29/17,239,19,yes
 WED 08/02/17,261,22,yes
 SAT 08/05/17,286,25,yes
 WED 08/09/17,307,21,yes
 SAT 08/12/17,356,49,yes
 WED 08/16/17,430,74,yes
 SAT 08/19/17,535,105,no
 WED 08/23/17,700,165,yes
 SAT 08/26/17,40,-660,yes
 WED 08/30/17,53,13,yes
 SAT 09/02/17,68,15,yes
 WED 09/06/17,83,15,yes
 SAT 09/09/17,102,19,yes
 WED 09/13/17,115,13,no
 SAT 09/16/17,132,17,yes
 WED 09/20/17,40,-92,yes
 SAT 09/23/17,53,13,yes
 WED 09/27/17,66,13,yes
 SAT 09/30/17,80,14,yes
 WED 10/04/17,94,14,yes
 SAT 10/07/17,112,18,yes
 WED 10/11/17,128,16,yes
 SAT 10/14/17,143,15,yes
 WED 10/18/17,156,13,yes
 SAT 10/21/17,173,17,no
 WED 10/25/17,191,18,yes
 SAT 10/28/17,40,-151,no
WED 11/01/17,52,12,no
